,line_no,line_up,station_num,station_0,station_1,station_2,station_3,station_4,station_5,station_6,station_7,station_8,station_9,station_10,station_11,station_12,station_13,station_14,station_15,station_16,station_17,station_18,station_19,station_20,station_21,station_22,station_23,station_24,station_25,station_26,station_27,station_28,station_29,station_30,station_31,station_32,station_33,station_34,station_35,station_36,station_37,station_38,station_39,station_40,station_41,station_42,station_43,station_44,station_45,station_46,station_47,station_48,station_49,station_50,station_51,station_52,station_53,station_54,station_55,station_56,station_57,station_58,station_59,station_60,station_61,station_62,station_63,station_64,station_65,station_66,station_67,station_68,station_69,station_70,station_71,station_72,station_73,station_74,station_75,station_76,station_77,station_78,station_79,station_80,station_81,station_82,station_83,station_84,station_85
497,52路,1,21,西站公交站(B2站台),大丰桥,西马路,复兴路,吕祖堂,黄河道,长虹公园,宜宾道地铁站,西湖道,鞍山西道地铁站(原传染病医院),天拖地铁站,天拖大楼南,王顶堤立交桥,迎水东里,育梁道,市委党校,动物园,水乡花园,时代奥城,宾水西道,体育中心站(体育中心公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,503路,0,62,西站北广场公交站,井冈山桥,康华里,瑞德里,西市大街,南丰路,今晚报大厦,滨江道(吉利大厦),小营门,小刘庄,光华桥,蝶桥公寓,中山门地铁站,一号桥地铁站,二号桥地铁站,詹庄子,跃进路,东丽新业广场,四合庄,中河,小东庄地铁站,小东庄,杨台村,军粮城地铁站,官房,无瑕道,钢管公司地铁站,月季园,中心庄,八堡,中心桥,十二号桥,六道沟,菁华津城,远洋城,胡家园,滨海客运站,红光家园,新河船厂,滨海龙都小区,塘沽火车站(营口道),实验学校(营口道),工人新村(营口道),政通大厦,洋货市场,贻丰园,康乐园,花明园,总公司大楼,泰达会馆(第二大街),黄海路,泰达一中,南海路,翠亨广场,投资服务中心,泰达学院,泰达足球场(北海路),泰达国际养老院,泰丰家园西门,泰丰家园北门,天滨公寓,轻轨东海路,,,,,,,,,,,,,,,,,,,,,,,,
499,503路,1,63,轻轨东海路,天滨公寓,泰丰家园北门,泰丰家园西门,泰达国际养老院,泰达足球场(北海路),泰达学院,投资服务中心,翠亨广场,南海路,泰达一中,黄海路,泰达会馆(第二大街),总公司大楼,花明园,康乐园,贻丰园,洋货市场,邮电大厦,政通大厦,工人新村(营口道),实验学校(营口道),塘沽火车站(营口道),滨海龙都小区,新河船厂,红光家园,滨海客运站,胡家园,远洋城,菁华津城,六道沟,十二号桥,中心桥,八堡,中心庄,月季园,钢管公司地铁站,无瑕道,官房,军粮城地铁站,杨台村,小东庄,小东庄地铁站,中河,四合庄,东丽新业广场,跃进路,詹庄子,二号桥地铁站,一号桥地铁站,中山门地铁站,蝶桥公寓,挂甲寺,小刘庄,小营门,滨江道(乐宾百货),今晚报大厦,南丰路,西市大街,瑞德里,康华里,井冈山桥,西站北广场公交站,,,,,,,,,,,,,,,,,,,,,,,
500,511路,0,37,西区新安路公交站,西区投资服务中心,生物工程学院,油建四部,港城大道夏青路,滨海高新区,蓝天公寓,中航直升机,特警总队,环河南路,天保青年公寓,中环南路(益源钢板),西十道,西九道,综合保税区,空港经济区南口,向阳村,流芳台,幺六桥(金桥街道办事处),龙城里,民航大学南门(驯海路加油站),财城大厦,南程林,东城家园,南大桥,东兴立交桥,泰兴南路,东风地道(大直沽西路),怡安温泉公寓,福建路(奉化道),厦门路,利民道,前进道,文化中心地铁站,宾馆西路,宾水桥,体北站(体院北公交站),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,511路,1,38,体北站(体院北公交站),宾水桥,宾馆西路,文化中心地铁站,前进道,利民道,人民公园南门,福建路(闽侯路),田庄,大直沽五号路,东风地道,泰兴南路,东兴立交桥,南大桥,东城家园,南程林,财城大厦,民航大学南门(驯海路加油站),龙城里,幺六桥(金桥街道办事处),流芳台,向阳村,空港经济区南口,综合保税区,西九道,西十道,中环南路(益源钢板),天保青年公寓,环河南路,特警总队,中航直升机,蓝天公寓,滨海高新区,港城大道夏青路,油建四部,生物工程学院,西区投资服务中心,西区新安路公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,501路,0,34,天江公寓公交站,约翰迪尔,鸿富锦,融通大厦,美克天美公寓,天江公寓(海通街),天润公寓,泰达公交公司(滨海新区公交公司),污水处理厂,热电公司[中央大道],村元电子,津滨发展,雀巢公司(中央大道),泰达变压器,天海公寓(黄海路),渤海钻探研究院,交警四大队,药明康德,顶新总部,黄海路,泰达会馆(黄海路),泰达社区医院,泰达有线电视台,花明园,康乐园,贻丰园,宏达公寓,洋货市场,地道口[滨海塘沽],烟台道[滨海塘沽],草场街,塘沽外滩公园,东大街,外滩公安街公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,501路,1,27,外滩公安街公交站,东大街,塘沽外滩公园,金元宝商厦西,地道口[滨海塘沽],洋货市场,宏达公寓,贻丰园,康乐园,花明园,泰达有线电视台,泰达社区医院,泰达会馆(黄海路),黄海路,顶新总部,药明康德,交警四大队,渤海钻探研究院,天海公寓(黄海路),泰达变压器,雀巢公司(中央大道),津滨发展,村元电子,热电公司[中央大道],污水处理厂,泰达公交公司(滨海新区公交公司),天江公寓公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,502路,0,35,环渤海建材市场,开发小区,滨海职业技术学院(厦门路),贻成豪庭,融科贻锦台,金达热力公司,塘沽第一职专,新北街办事处,德景花园,堰宾里,鸿正绿色家园(车站北路),漓江里,塘沽九幼,广州道福建北路,广州道小学,杭州道中心北路,吉宁里,宏达公寓,洋货市场,地道口[滨海塘沽],烟台道[滨海塘沽],和平路,塘沽外滩公园,东大街,公安街,向阳楼[滨海塘沽],老弯道,朝阳楼,四号码头,天科所,远洋宾馆,滨海新区政府,新港小学,近开里,港口医院(港医路),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,502路,1,34,港口医院(港医路),滨海新区政府,远洋宾馆,天科所,四号码头,朝阳楼,老弯道,向阳楼[滨海塘沽],公安街,东大街,塘沽外滩公园,和平路,烟台道[滨海塘沽],地道口[滨海塘沽],洋货市场,宏达公寓,吉宁里,杭州道中心北路,宜昌里,广州道小学,广州道福建北路,塘沽九幼,漓江里,鸿正绿色家园(车站北路),堰宾里,德景花园,新北街办事处,塘沽第一职专,金达热力公司,融科贻锦台,贻成豪庭,滨海职业技术学院(厦门路),开发小区,环渤海建材市场,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,505路,0,21,轻轨东海路,天滨公寓,服务外包园,泰达二小,泰达二中,泰达国际养老院,泰丰公园,泰丰家园西门,斯坦雷电器,雀巢公司(中央大道),津滨发展,热电公司[中央大道],污水处理厂,泰达公交公司(滨海新区公交公司),天润公寓,天江公寓(泰康路),约翰迪尔,裕腾置业,六合镁,天津科技大学[天津科技大学泰达校区],生物医药研究院,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,505路,1,21,生物医药研究院,天津科技大学[天津科技大学泰达校区],六合镁,裕腾置业,约翰迪尔,天江公寓(泰康路),天润公寓,泰达公交公司(滨海新区公交公司),污水处理厂,热电公司[中央大道],津滨发展,雀巢公司(中央大道),斯坦雷电器,泰丰家园西门,泰丰公园,泰达国际养老院,泰达二中(泰祥路),泰达二小,服务外包园,天滨公寓,轻轨东海路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,506路,0,43,现代产业总公司,运河中路,运营维护中心,航母公园,芦花庄园(龙海国际乡村俱乐部),慧风溪(双威),仁副营炮台(八一盐场),兰苑,第三社区,科技园,和风路派出所,锦庐,北塘古镇,新区公交调度中心,北塘企业总部,天池路馨宇家园,荣晟广场,北塘指挥部,南海路第十三大街,泰达公交公司(滨海新区公交公司),污水处理厂,热电公司[中央大道],村元电子,津滨发展,雀巢公司(中央大道),斯坦雷电器,泰丰家园北门,泰达二小,泰达足球场(北海路),枫叶学校(北海路),泰达学院,投资服务中心,开发区海关,鸿泰花园,轻轨市民广场,泰达时代,贻欣园,泰达新天地,会议中心,腾飞路,泰达会馆(黄海路),泰达社区医院,第一大街公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,506路,1,45,第一大街公交站,泰达社区医院,泰达会馆(黄海路),腾飞路,会议中心,泰达新天地,贻欣园,泰达时代,轻轨市民广场,鸿泰花园,开发区海关,投资服务中心,泰达学院,枫叶学校(北海路),泰达足球场(北海路),泰达二小,泰丰家园北门,斯坦雷电器,雀巢公司(中央大道),津滨发展,村元电子,热电公司[中央大道],污水处理厂,泰达公交公司(滨海新区公交公司),南海路第十三大街,北塘指挥部,荣晟广场,天池路馨宇家园,北塘企业总部,新区公交调度中心,北塘古镇,锦庐,和风路派出所,科技园,第三社区,兰苑,仁副营炮台(八一盐场),慧风溪(双威),芦花庄园(龙海国际乡村俱乐部),航母公园,运营维护中心,运河中路,华山路,碧波街,现代产业总公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,507路,0,42,新城家园公交站,紫云园,朝阳小学,春风里,朝阳楼,老弯道,公安街,东大街,塘沽外滩公园,金元宝商厦西,地道口[滨海塘沽],洋货市场,宏达公寓,贻丰园,康乐园,花明园,总公司大楼,泰达会馆(第二大街),腾飞路,会议中心,芳林泰达园,银河公寓,天大科技园(中央大道),天大科技园(第四大街),国翔公寓(睦宁路),开泰科技园,泰丰家园西门,泰丰公园,泰达国际养老院,泰达二中,枫叶学校(北海路),泰达足球场(泰达大街),会展中心,商务交流中心,航运中心,塘沽国际集装箱,科技发展中心,保税区管委会,大宗商品交易市场,海滨五路,工商银行,保税区公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,507路,1,41,保税区公交站,工商银行,海滨五路,大宗商品交易市场,保税区管委会,科技发展中心,塘沽国际集装箱,航运中心,商务交流中心,会展中心,泰达足球场(泰达大街),天大科技园(中央大道),桐景园,泰丰家园西门,开泰科技园,国翔公寓(睦宁路),天大科技园(第四大街),天大科技园(中央大道),银河公寓,芳林泰达园,会议中心,腾飞路,黄海路,顶新总部,康乐园,贻丰园,宏达公寓,洋货市场,地道口[滨海塘沽],烟台道[滨海塘沽],草场街,塘沽外滩公园,东大街,公安街,老弯道,朝阳楼,春风里,朝阳小学,紫云园,新城家园南门,新城家园公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,509路,0,15,轻轨东海路,天滨公寓,服务外包园,泰达二小,泰达足球场(北海路),会展中心,商务交流中心,航运中心,塘沽国际集装箱,科技发展中心,保税区管委会,大宗商品交易市场,海滨五路,工商银行,保税区公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,509路,1,17,保税区公交站,工商银行,海滨五路,大宗商品交易市场,保税区管委会,科技发展中心,塘沽国际集装箱,商务交流中心,会展中心,翠亨广场,投资服务中心,泰达学院,泰达足球场(北海路),史克必成,服务外包园,天滨公寓,轻轨东海路,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,512路,0,15,西区新安路公交站,华津制药,金耀生物,提珂隆公司,中科百奥,雀巢普瑞纳,森邦电子,海燕公寓,通广公司,维斯塔斯,卓达科技,超汇桂盟,锦湖研发中心,西区投资服务中心,西区新安路公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,512路,1,15,西区新安路公交站,西区投资服务中心,锦湖研发中心,超汇桂盟,卓达科技,维斯塔斯,通广公司,海燕公寓,森邦电子,雀巢普瑞纳,中科百奥,提珂隆公司,金耀生物,华津制药,西区新安路公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,515路,0,33,塘沽中心站,和平路,塘沽外滩公园,东大街,新华路,泰达社区医院,泰达有线电视台,总公司大楼,泰达会馆(第二大街),黄海路,泰达中心酒店,泰达一中,南海路,翠亨广场,投资服务中心,泰达学院,枫叶学校(北海路),泰达足球场(北海路),泰达国际养老院,泰丰公园,桐景园,天大科技园(第四大街),国翔公寓(睦宁路),百合路(百和路),渤海钻探研究院,天海公寓(黄海路),劲量电池,顶园食品,通广公司,天渤公寓,西区投资服务中心,西区新安路公交站,西区江泰路公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,515路,1,32,西区江泰路公交站,西区新安路公交站,西区投资服务中心,天渤公寓,通广公司,顶园食品,劲量电池,天海公寓(黄海路),渤海钻探研究院,百合路(百和路),国翔公寓(睦宁路),天大科技园(第四大街),桐景园,泰丰公园,泰达国际养老院,泰达足球场(北海路),枫叶学校(北海路),泰达学院,投资服务中心,翠亨广场,南海路,泰达一中,泰达中心酒店,黄海路,泰达会馆(第二大街),总公司大楼,泰达有线电视台,泰达社区医院,新华路,东大街,塘沽外滩公园,塘沽中心站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,551路,0,36,静海火车站(前广场),静海一幼,静海宾馆,静海二中,城关医院,金城公寓,曹官庄(胜利大街),孙家场,刘官庄,小魏庄,韩家记,北五里,魏家庄,白杨树,府君庙医院,府君庙,府君庙中学,刘家营,苟家营,王家营,团结街,友好街健身公园,友好街,义和街,民生街,民主街,独流购物中心,独流医院,独流集贸市场,风仪村,九十堡,和平街,西新村,健身园,独流镇二小,生产街,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,551路,1,39,生产街,独流镇二小,健身园,西新村,和平街,九十堡,风仪村,独流集贸市场,独流医院,独流购物中心,民主街,民生街,义和街,友好街,友好街健身公园,团结街,王家营,苟家营,刘家营,府君庙中学,府君庙,府君庙医院,白杨树,魏家庄,北五里,韩家记,小魏庄,刘官庄,孙家场,曹官庄(胜利大街),金城公寓,城关医院,静海二中,静海宾馆,静海新华里,中国移动(胜利大街),国美电器,静海商场,静海火车站(前广场),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,552路,0,35,静海火车站(前广场),静海一幼,农业银行(联盟大街),碧水园,东方红立交桥,静海汽车站,东方仕嘉,下三里铁道口,上三里(京福公路),王家楼(京福公路),范庄子(京福公路),高家楼(京福公路),八里庄(京福公路),增富堂(京福公路),东双塘(京福公路),杨家园[京福公路],袁村,东长屯,陈官屯火车站,陈官屯,东钓台,高官屯,王官屯,张官屯,吕官屯,高泽村,刘下道,刘上道,夏官屯,唐官屯市场,唐官屯三街村,唐官屯四街村,农业银行[京福公路],唐官屯,四六四石油物探局,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,552路,1,37,四六四石油物探局,唐官屯,农业银行[京福公路],唐官屯四街村,唐官屯三街村,唐官屯市场,夏官屯,刘上道,刘下道,高泽村,吕官屯,张官屯,王官屯,高官屯,东钓台,陈官屯,陈官屯火车站,东长屯,袁村,杨家园[京福公路],东双塘(京福公路),增富堂(京福公路),八里庄(京福公路),高家楼(京福公路),范庄子(京福公路),王家楼(京福公路),上三里(京福公路),下三里铁道口,下三里(南纬三路),玉台春(552路),残联,区医院[静海区],镇政府[静海镇],美朗特,国美电器,静海商场,静海火车站(前广场),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,553路,0,28,静海火车站(前广场),静海一幼,静海新华里,中国移动(胜利大街),静海食品街,运河桥,义渡口(东方红路),成人中专,静海体校,静海驾校,三街化工厂,梁头中学,梁头桥,梁头影院小区,梁头镇政府,梁头供销社,梁头小白楼,梁头中心小学,小李庄,北张庄,孟庄子,罗塘中心小学,罗塘,辛庄子[静海区],谷庄子小学,谷庄子,西贾口,东贾口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,553路,1,27,东贾口,西贾口,谷庄子,谷庄子小学,辛庄子[静海区],罗塘,罗塘中心小学,孟庄子,北张庄,小李庄,梁头中心小学,梁头小白楼,梁头供销社,梁头镇政府,梁头影院小区,梁头桥,梁头中学,三街化工厂,静海驾校,静海体校,成人中专,义渡口(东方红路),运河桥,静海食品街,国美电器,静海商场,静海火车站(前广场),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,561路,0,37,凯旋王国公交站,枫丹天城,英华国际学校,栖仙公寓西区,海达家乐一店,杏林公寓,杨村六中,大光明市场,人民警察公寓,君利大厦,运通广场,武清中医院,文苑巷,工程队宿舍,区体育馆,武清建委,团结西里东门,中信广场,西苑公园,杨村三中,泉州路市场南门,杨村第三中学,广厦中里,万博广场,福苑小区,盛世华庭,海达家乐二店,顺驰小区,翠亨花园,杨村八小,广播中心,交通局[武清区],海达家乐一店,栖仙公寓西区,英华国际学校,枫丹天城,凯旋王国公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,561路,1,37,凯旋王国公交站,枫丹天城,英华国际学校,栖仙公寓西区,海达家乐一店,交通局[武清区],广播中心,杨村八小,翠亨花园,顺驰小区,海达家乐二店,盛世华庭,福苑小区,万博广场,广厦中里,杨村第三中学,泉州路市场南门,杨村三中,西苑公园,中信广场,团结西里东门,武清建委,区体育馆,工程队宿舍,文苑巷,武清中医院,运通广场,君利大厦,人民警察公寓,大光明市场,杨村六中,杏林公寓,海达家乐一店,栖仙公寓西区,英华国际学校,枫丹天城,凯旋王国公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,562路,0,38,高新公寓,金侨大道,奥克斯电气,蒲瑞和园,蒲瑞馨园,蒲瑞馨园中区,蒲瑞馨园西区,杨村第一中学,蒲瑞祥园西区,蒲瑞祥园中区,蒲瑞祥园东区,凯旋王国,北岸尚城,亨通路枫丹天城,海达家乐三店,佛罗伦萨小镇北门,武清防疫站,翠景园小区,盛世天下,英华国际学校,栖仙公寓西区,海达家乐一店,区医院[武清区],平安里,盛世华庭,和平里,杨村第三中学,泉州路市场,同泽园,春蕾巷,人民警察公寓,君利大厦,运通广场,市政工程公司,徐官屯医院,武宁路口,人民法庭,徐官屯工业区,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,562路,1,38,徐官屯工业区,人民法庭,武宁路口,徐官屯医院,市政工程公司,运通广场,君利大厦,人民警察公寓,春蕾巷,同泽园,泉州路市场,杨村第三中学,和平里,盛世华庭,平安里,区医院[武清区],海达家乐一店,栖仙公寓西区,英华国际学校,盛世天下,翠景园小区,武清防疫站,佛罗伦萨小镇北门,海达家乐三店,亨通路枫丹天城,北岸尚城,凯旋王国,蒲瑞祥园东区,蒲瑞祥园中区,蒲瑞祥园西区,蒲瑞馨园,蒲瑞馨园中区,蒲瑞馨园西区,杨村第一中学,蒲瑞和园,奥克斯电气,金侨大道,高新公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,563路,0,31,下朱庄公交站,碧溪夏园,碧溪卓园,碧溪雅园,静湖花园东区,静湖花园西门,紫韵花苑,武清新客运站,第六城,友谊商厦,邮政局,武清交通队,泉州路市场南门,泉州路市场,武清人民医院,海达家乐一店,来源道,网通,卧龙潭庄园,福源道口,天鹅湖度假村,傑麦,小张庄,泉达路口,逸仙科技工业园,丹佛斯,蜡笔小新,中粮,绫致时装有限公司,新源道,高新公寓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,563路,1,31,高新公寓,新源道,绫致时装有限公司,中粮,蜡笔小新,丹佛斯,逸仙科技工业园,泉达路口,小张庄,傑麦,天鹅湖度假村,福源道口,卧龙潭庄园,网通,来源道,海达家乐一店,武清人民医院,泉州路市场,泉州路市场南门,武清交通队,邮政局,友谊商厦,第六城,武清新客运站,紫韵花苑,静湖花园西门,静湖花园东区,碧溪雅园,碧溪卓园,碧溪夏园,下朱庄公交站,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,581路,0,36,静海四中,玉台春,残联,区医院[静海区],镇政府[静海镇],美朗特,国美电器,静海商场,颖华小区,苏宁电器,五小,二化道口,佳荣商场,东兴市场,天桥医院,桃园路,西边庄,东边庄西,东边庄东,静海一中(津文公路),行政中心,清华瑞景,夏泰园,冬平园,东方大桥,宏达机械,壮特五金,英诺印刷,捷安特,前树,后树,小黄庄,思科福,广海道,宝力圣尼(和山路),开发区宇川汽车城,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,581路,1,36,开发区宇川汽车城,宝力圣尼(和山路),广海道,华夏科技园,汽车工业,凯诺实业,捷安特,英诺印刷,壮特五金,宏达机械,东方大桥,冬平园,夏泰园,清华瑞景,行政中心,静海一中(津文公路),东边庄东,东边庄西,西边庄,旭华道口,桃园路,天桥医院,东兴市场,佳荣商场,二化道口,五小,苏宁电器,颖华小区,静海商场,国美电器,美朗特,镇政府[静海镇],区医院[静海区],残联,玉台春,静海四中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,582路,0,28,建华学校(静海体校),静海食品街,中国移动(胜利大街),静海新华里,静海宾馆,城关医院,曹官庄(北纬三路),总工会,农业银行(联盟大街),江海陶瓷,聚龙小区,平安里[静海区],福盛园,新都广场,名门世家,桃园路,金梦园,瑞和道口(地纬路),春曦道,静海一中(地纬路),春华园,行政中心,清华瑞景,夏泰园,冬平园,东方大桥,宝力圣尼(金海道),开发区宇川汽车城,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
